event_name,event_date,event_location,weight_class,title_bout,fighter_a,fighter_b,winner,method,round,time,a_kd,b_kd,a_sig_str_lnd,b_sig_str_lnd,a_sig_str_att,b_sig_str_att,a_total_str_lnd,b_total_str_lnd,a_total_str_att,b_total_str_att,a_td_lnd,b_td_lnd,a_td_att,b_td_att,a_sub_att,b_sub_att,a_rev,b_rev,a_ctrl_sec,b_ctrl_sec,fight_url,a_age,b_age,a_height_cm,b_height_cm,a_reach_cm,b_reach_cm,a_stance,b_stance
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Light Heavyweight,0,Eric Schafer,Jason Brilz,b,U-DEC,3,5:00,0,0,16,32,27,69,0,0,0,0,1,2,6,3,1,1,0,0,0,0,,32,34,190.5,180.34,190.5,180.34,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Light Heavyweight,0,Brandon Vera,Jon Jones,b,KO/TKO,1,3:19,0,0,31,39,54,82,0,0,0,0,1,2,1,5,0,0,0,0,0,0,,32,22,190.5,193.04,193.04,213.36,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Heavyweight,0,Junior Dos Santos,Gabriel Gonzaga,a,KO/TKO,1,3:53,0,0,26,14,48,25,0,0,0,0,0,1,0,2,0,1,0,0,0,0,,26,30,193.04,187.96,195.58,193.04,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Heavyweight,0,Cheick Kongo,Paul Buentello,a,KO/TKO,3,1:16,0,0,33,26,54,55,0,0,0,0,1,0,2,2,0,0,0,0,0,0,,34,36,193.04,187.96,208.28,195.58,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Middleweight,0,Alessio Sakara,James Irvin,a,KO/TKO,1,3:01,0,0,21,5,46,9,0,0,0,0,1,0,7,0,0,0,0,0,0,0,,28,31,182.88,187.96,182.88,190.5,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Welterweight,0,Mike Pierce,Julio Paulino,a,U-DEC,3,5:00,0,0,40,0,100,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,,29,34,172.72,182.88,177.8,185.42,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Light Heavyweight,0,Eliot Marshall,Vladimir Matyushenko,b,S-DEC,3,5:00,0,0,27,22,79,43,0,0,0,0,0,2,1,5,1,0,0,0,0,0,,29,39,187.96,182.88,195.58,187.96,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Lightweight,0,Duane Ludwig,Darren Elkins,b,KO/TKO,1,0:44,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,25,177.8,177.8,177.8,180.34,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Welterweight,0,John Howard,Daniel Roberts,a,KO/TKO,1,2:01,0,0,18,0,33,0,0,0,0,0,5,0,6,0,1,0,0,0,0,0,,27,29,170.18,177.8,180.34,187.96,Orthodox,Southpaw
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Heavyweight,0,Brendan Schaub,Chase Gormley,a,KO/TKO,1,0:47,0,0,12,8,48,24,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,27,27,193.04,190.5,198.12,196.0,Orthodox,Orthodox
UFC 2010-03-21,2010-03-21,"Broomfield, Colorado, USA",Lightweight,0,Clay Guida,Shannon Gugerty,a,SUB,2,3:40,0,0,33,11,84,32,0,0,0,0,3,1,9,2,1,1,0,0,0,0,,28,28,170.18,177.8,177.8,180.34,Orthodox,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Welterweight,1,Georges St-Pierre,Dan Hardy,a,U-DEC,5,5:00,0,0,48,36,84,88,0,0,0,0,3,0,5,2,1,0,0,0,0,0,,28,27,180.34,182.88,193.04,187.96,Orthodox,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Heavyweight,1,Frank Mir,Shane Carwin,b,KO/TKO,1,3:48,0,0,10,7,20,17,0,0,0,0,1,0,2,2,1,0,0,0,0,0,,30,35,190.5,187.96,200.66,203.2,Southpaw,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Lightweight,0,Kurt Pellegrino,Fabricio Camoes,a,SUB,2,4:20,0,0,22,22,47,73,0,0,0,0,2,5,3,5,1,2,0,0,0,0,,30,31,172.72,177.8,177.8,185.42,Orthodox,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Welterweight,0,Ben Saunders,Jon Fitch,b,U-DEC,3,5:00,0,0,28,33,42,66,0,0,0,0,0,3,1,5,1,1,0,0,0,0,,26,32,187.96,182.88,195.58,193.04,Orthodox,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Lightweight,0,Jim Miller,Mark Bocek,a,U-DEC,3,5:00,0,0,29,17,78,47,0,0,0,0,2,2,6,4,2,1,0,0,0,0,,26,28,172.72,172.72,180.34,190.5,Southpaw,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Welterweight,0,Nate Diaz,Rory Markham,a,KO/TKO,1,2:47,0,0,23,4,56,15,0,0,0,0,1,0,3,0,1,0,0,0,0,0,,24,28,182.88,182.88,193.04,180.34,Southpaw,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Welterweight,0,Ricardo Almeida,Matt Brown,a,SUB,2,3:30,0,0,19,33,32,53,0,0,0,0,3,0,6,1,1,2,0,0,0,0,,33,29,182.88,182.88,187.96,190.5,Orthodox,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Middleweight,0,Rousimar Palhares,Tomasz Drwal,a,SUB,1,0:45,0,0,13,29,38,63,0,0,0,0,3,2,5,3,2,0,0,0,0,0,,30,28,172.72,185.42,180.34,193.04,Orthodox,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Light Heavyweight,0,Rodney Wallace,Jared Hamman,b,U-DEC,3,5:00,0,0,15,6,36,17,0,0,0,0,7,0,15,0,2,0,0,0,0,0,,28,28,175.26,190.5,182.88,190.5,Switch,Orthodox
UFC 2010-03-27,2010-03-27,"Newark, New Jersey, USA",Welterweight,0,Matthew Riddle,Greg Soto,a,DQ,3,1:30,0,0,46,0,72,0,0,0,0,0,4,0,7,0,1,0,0,0,0,0,,24,23,185.42,180.34,187.96,185.42,Southpaw,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Lightweight,0,Kenny Florian,Takanori Gomi,a,SUB,3,2:52,0,0,24,0,48,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,,33,31,177.8,170.18,187.96,177.8,Southpaw,Southpaw
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Heavyweight,0,Roy Nelson,Stefan Struve,a,KO/TKO,1,0:39,0,0,8,18,36,37,0,0,0,0,1,0,2,1,0,3,0,0,0,0,,33,22,182.88,210.82,182.88,213.36,Orthodox,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Middleweight,0,Nate Quarry,Jorge Rivera,b,KO/TKO,2,0:29,0,0,31,28,80,53,0,0,0,0,0,1,1,3,0,0,0,0,0,0,,38,38,182.88,185.42,182.88,185.42,Open Stance,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Lightweight,0,Ross Pearson,Dennis Siver,a,U-DEC,3,5:00,0,0,66,20,127,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,25,31,172.72,167.64,175.26,177.8,Orthodox,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Lightweight,0,Andre Winner,Rafaello Oliveira,a,U-DEC,3,5:00,0,0,30,25,58,69,0,0,0,0,0,5,0,7,0,2,0,0,0,0,,28,28,180.34,172.72,185.42,180.34,Orthodox,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Welterweight,0,Charlie Brenneman,Jason High,a,U-DEC,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,28,177.8,172.72,182.88,180.34,Orthodox,Southpaw
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Lightweight,0,Rob Emerson,Nik Lentz,b,U-DEC,3,5:00,0,0,27,69,63,166,0,0,0,0,2,4,5,7,0,2,0,0,0,0,,28,25,175.26,172.72,177.8,172.72,Orthodox,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Lightweight,0,Caol Uno,Gleison Tibau,b,KO/TKO,1,4:13,0,0,29,13,58,37,0,0,0,0,2,5,6,9,0,1,0,0,0,0,,34,26,170.18,177.8,177.8,180.34,Southpaw,Southpaw
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Middleweight,0,Yushin Okami,Lucio Linhares,a,KO/TKO,2,2:47,0,0,29,8,74,28,0,0,0,0,2,2,4,2,1,2,0,0,0,0,,28,36,187.96,187.96,190.5,189.2,Southpaw,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Middleweight,0,Gerald Harris,Mario Miranda,a,KO/TKO,1,4:49,0,0,21,0,84,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,30,30,180.34,190.5,195.58,187.96,Southpaw,Orthodox
UFC 2010-03-31,2010-03-31,"Charlotte, North Carolina, USA",Lightweight,0,Jacob Volkmann,Ronys Torres,a,S-DEC,3,5:00,0,0,14,6,37,50,0,0,0,0,0,5,4,13,0,1,0,0,0,0,,29,34,175.26,170.18,180.34,180.3,Southpaw,Orthodox
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Welterweight,0,Matt Hughes,Renzo Gracie,a,KO/TKO,3,4:40,0,0,21,0,38,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,,36,43,175.26,177.8,185.42,177.8,Switch,Orthodox
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Middleweight,1,Anderson Silva,Demian Maia,a,U-DEC,5,5:00,0,0,30,12,39,25,0,0,0,0,0,2,1,4,0,1,0,0,0,0,,34,32,187.96,185.42,195.58,182.88,Southpaw,Southpaw
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Lightweight,1,BJ Penn,Frankie Edgar,b,U-DEC,5,5:00,0,0,39,46,62,95,0,0,0,0,1,4,3,12,1,0,0,0,0,0,,31,28,175.26,167.64,177.8,172.72,Orthodox,Orthodox
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Middleweight,0,Kendall Grove,Mark Munoz,b,KO/TKO,2,2:50,0,0,21,28,48,57,0,0,0,0,0,1,1,3,1,1,0,0,0,0,,27,32,198.12,182.88,200.66,182.88,Orthodox,Orthodox
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Lightweight,0,Terry Etim,Rafael Dos Anjos,b,SUB,2,4:30,0,0,25,32,58,94,0,0,0,0,0,3,1,8,1,2,0,0,0,0,,24,25,185.42,172.72,185.42,177.8,Orthodox,Southpaw
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Welterweight,0,Nick Osipczak,Rick Story,b,S-DEC,3,5:00,0,0,30,29,66,98,0,0,0,0,0,3,1,4,1,2,0,0,0,0,,25,25,187.96,175.26,193.04,180.34,Orthodox,Southpaw
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Welterweight,0,DaMarques Johnson,Brad Blackburn,a,KO/TKO,3,2:08,0,0,12,59,26,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,32,185.42,177.8,190.5,185.42,Orthodox,Orthodox
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Lightweight,0,Paul Kelly,Matt Veach,a,SUB,2,3:41,0,0,38,10,126,33,0,0,0,0,2,2,2,6,1,0,0,0,0,0,,25,28,175.26,180.34,177.8,176.53,Orthodox,Orthodox
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Light Heavyweight,0,Alexander Gustafsson,Phil Davis,b,SUB,1,4:55,0,0,6,48,23,104,0,0,0,0,0,3,0,4,0,1,0,0,0,0,,23,25,195.58,187.96,200.66,200.66,Orthodox,Orthodox
UFC 2010-04-10,2010-04-10,"Abu Dhabi, United Arab Emirates",Heavyweight,0,Jon Madsen,Mostapha Al-Turk,a,U-DEC,3,5:00,0,0,26,6,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,36,182.88,187.96,182.88,195.58,Orthodox,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Welterweight,0,Josh Koscheck,Paul Daley,a,U-DEC,3,5:00,0,0,18,18,44,43,0,0,0,0,2,0,3,0,0,0,0,0,0,0,,32,27,177.8,175.26,185.42,193.04,Orthodox,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Light Heavyweight,1,Lyoto Machida,Mauricio Rua,b,KO/TKO,1,3:35,0,0,44,48,74,86,0,0,0,0,1,2,3,7,1,0,0,0,0,0,,31,28,185.42,185.42,187.96,193.04,Southpaw,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Lightweight,0,Sam Stout,Jeremy Stephens,b,S-DEC,3,5:00,0,0,54,25,217,53,0,0,0,0,0,1,1,2,0,0,0,0,0,0,,26,23,175.26,172.72,177.8,180.34,Orthodox,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Heavyweight,0,Kevin Ferguson,Matt Mitrione,b,KO/TKO,2,4:24,0,0,27,14,68,34,0,0,0,0,4,0,4,0,1,0,0,0,0,0,,36,31,187.96,190.5,195.58,200.66,Orthodox,Switch
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Middleweight,0,Patrick Cote,Alan Belcher,b,SUB,2,3:25,0,0,22,26,51,69,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,30,26,180.34,187.96,180.34,185.42,Orthodox,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Welterweight,0,Marcus Davis,Jonathan Goulet,a,KO/TKO,2,1:23,0,0,23,10,46,28,0,0,0,0,1,1,3,4,1,0,0,0,0,0,,36,30,177.8,182.88,177.8,185.42,Southpaw,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Welterweight,0,TJ Grant,Johny Hendricks,b,M-DEC,3,5:00,0,0,28,28,51,53,0,0,0,0,2,4,4,14,0,2,0,0,0,0,,26,26,177.8,175.26,182.88,175.26,Orthodox,Southpaw
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Heavyweight,0,Joey Beltran,Tim Hague,a,U-DEC,3,5:00,0,0,22,11,50,71,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,28,26,185.42,193.04,190.5,193.04,Orthodox,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Welterweight,0,Yoshiyuki Yoshida,Mike Guymon,b,U-DEC,3,5:00,0,0,3,6,8,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,35,35,180.34,182.88,177.8,187.96,Southpaw,Orthodox
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Middleweight,0,Jason MacDonald,John Salter,b,KO/TKO,1,2:42,0,0,12,7,20,78,0,0,0,0,1,1,3,4,1,0,0,0,0,0,,34,25,190.5,185.42,203.2,187.96,Orthodox,Southpaw
UFC 2010-05-08,2010-05-08,"Montreal, Quebec, Canada",Middleweight,0,Tom Lawlor,Joe Doerksen,b,SUB,2,2:10,0,0,22,10,64,19,0,0,0,0,3,2,15,4,1,2,0,0,0,0,,26,32,182.88,182.88,187.96,190.5,Southpaw,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Light Heavyweight,0,Jason Brilz,Rogerio Nogueira,b,S-DEC,3,5:00,0,0,41,14,89,28,0,0,0,0,2,0,4,0,1,0,0,0,0,0,,34,33,180.34,187.96,180.34,190.5,Orthodox,Southpaw
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Light Heavyweight,0,Rampage Jackson,Rashad Evans,b,,3,,0,0,40,22,73,63,0,0,0,0,1,4,3,9,0,0,0,0,0,0,,31,30,185.42,182.88,185.42,190.5,Orthodox,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Middleweight,0,Michael Bisping,Dan Miller,a,U-DEC,3,5:00,0,0,36,12,87,39,0,0,0,0,2,1,3,7,0,1,0,0,0,0,,31,28,185.42,185.42,190.5,187.96,Orthodox,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Heavyweight,0,Todd Duffee,Mike Russow,b,KO/TKO,3,2:35,0,0,4,21,5,36,0,0,0,0,0,8,0,11,0,2,0,0,0,0,,24,33,190.5,185.42,200.66,185.42,Orthodox,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Welterweight,0,Diego Sanchez,John Hathaway,b,U-DEC,3,5:00,0,0,34,43,78,92,0,0,0,0,1,5,4,7,1,1,0,0,0,0,,28,22,177.8,185.42,182.88,190.5,Southpaw,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Middleweight,0,Jesse Forbes,Ryan Jensen,b,SUB,1,1:06,0,0,20,12,66,24,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,25,32,187.96,185.42,190.5,193.04,Southpaw,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Lightweight,0,Efrain Escudero,Dan Lauzon,a,U-DEC,3,5:00,0,0,21,9,50,25,0,0,0,0,3,2,4,2,1,0,0,0,0,0,,24,22,175.26,177.8,177.8,183.0,Orthodox,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Lightweight,0,Melvin Guillard,Waylon Lowe,a,KO/TKO,1,3:28,0,0,13,0,38,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,27,29,175.26,170.18,172.72,165.0,Orthodox,Southpaw
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Light Heavyweight,0,Luiz Cane,Cyrille Diabate,b,KO/TKO,1,2:13,0,0,31,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,29,36,187.96,198.12,195.58,205.74,Southpaw,Southpaw
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Lightweight,0,Aaron Riley,Joe Brammer,a,U-DEC,3,5:00,0,0,38,3,101,20,0,0,0,0,1,0,3,0,0,0,0,0,0,0,,29,26,172.72,172.72,175.26,177.8,Southpaw,Orthodox
UFC 2010-05-29,2010-05-29,"Las Vegas, Nevada, USA",Welterweight,0,Amir Sadollah,Dong Hyun Kim,b,U-DEC,3,5:00,0,0,56,34,128,60,0,0,0,0,0,3,2,5,0,1,0,0,0,0,,29,28,177.8,187.96,187.96,193.04,Orthodox,Southpaw
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight,0,Paulo Thiago,Martin Kampmann,b,U-DEC,3,5:00,0,0,14,25,36,55,0,0,0,0,0,1,4,2,2,1,0,0,0,0,,29,28,180.34,182.88,185.42,182.88,Orthodox,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Heavyweight,0,Ben Rothwell,Gilbert Yvel,a,U-DEC,3,5:00,0,0,3,3,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,33,193.04,187.96,198.12,195.58,Orthodox,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Light Heavyweight,0,Chuck Liddell,Rich Franklin,b,KO/TKO,1,4:55,0,0,27,42,67,89,0,0,0,0,0,1,1,3,0,0,0,0,0,0,,40,35,187.96,185.42,193.04,190.5,Orthodox,Southpaw
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Heavyweight,0,Mirko Cro Cop,Pat Barry,a,,3,,0,0,17,13,39,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,35,30,187.96,180.34,185.42,187.96,Southpaw,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight,0,Carlos Condit,Rory MacDonald,a,KO/TKO,3,4:53,0,0,31,8,79,19,0,0,0,0,2,2,3,3,2,2,0,0,0,0,,26,20,187.96,182.88,190.5,193.04,Orthodox,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight,0,Mike Pyle,Jesse Lennox,a,SUB,3,4:44,0,0,6,30,16,120,0,0,0,0,1,1,6,2,1,0,0,0,0,0,,34,28,182.88,175.26,187.96,182.88,Orthodox,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Lightweight,0,Mac Danzig,Matt Wiman,b,SUB,1,1:45,0,0,34,29,71,58,0,0,0,0,1,2,3,4,1,1,0,0,0,0,,30,26,172.72,177.8,177.8,172.72,Orthodox,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Middleweight,0,David Loiseau,Mario Miranda,b,KO/TKO,2,4:07,0,0,20,16,43,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,30,30,182.88,190.5,193.04,187.96,Orthodox,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight,0,James Wilks,Peter Sobotta,a,U-DEC,3,5:00,0,0,18,18,39,39,0,0,0,0,2,2,3,7,6,0,0,0,0,0,,32,23,185.42,182.88,190.5,190.5,Orthodox,Southpaw
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight,0,Ricardo Funch,Claude Patrick,b,SUB,2,1:48,0,0,16,0,26,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,,29,29,177.8,180.34,193.04,190.5,Southpaw,Orthodox
UFC 2010-06-12,2010-06-12,"Vancouver, British Columbia, Canada",Lightweight,0,Tyson Griffin,Evan Dunham,b,S-DEC,3,5:00,0,0,53,31,140,84,0,0,0,0,1,1,3,2,1,1,0,0,0,0,,26,28,167.64,177.8,172.72,177.8,Orthodox,Southpaw
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Middleweight,1,Court McGee,Kris McCray,a,SUB,2,3:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,28,180.34,182.88,190.5,193.04,Orthodox,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Light Heavyweight,0,Keith Jardine,Matt Hamill,b,M-DEC,3,5:00,0,0,39,27,104,64,0,0,0,0,0,2,2,4,0,0,0,0,0,0,,34,33,187.96,185.42,193.04,193.04,Orthodox,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Middleweight,0,Chris Leben,Aaron Simpson,a,KO/TKO,2,4:17,0,0,27,26,60,54,0,0,0,0,1,2,2,3,0,0,0,0,0,0,,29,35,180.34,182.88,187.96,185.42,Southpaw,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Lightweight,0,Spencer Fisher,Dennis Siver,b,U-DEC,3,5:00,0,0,34,22,72,72,0,0,0,0,1,0,4,2,1,0,0,0,0,0,,34,31,170.18,167.64,177.8,177.8,Southpaw,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Middleweight,0,Jamie Yager,Rich Attonito,b,KO/TKO,2,4:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,33,185.42,177.8,185.0,182.88,Orthodox,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Lightweight,0,John Gunderson,Mark Holst,a,U-DEC,3,5:00,0,0,1,0,33,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,,31,24,175.26,182.88,175.26,190.0,Orthodox,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Middleweight,0,Brad Tavares,Seth Baczynski,a,U-DEC,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,28,185.42,190.5,187.96,187.96,Orthodox,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Middleweight,0,Josh Bryant,Kyle Noke,b,KO/TKO,2,3:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,30,177.8,185.42,185.42,193.04,Orthodox,Southpaw
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Middleweight,0,Chris Camozzi,James Hammortree,a,U-DEC,3,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,26,187.96,190.5,193.04,191.77,Orthodox,Orthodox
UFC 2010-06-19,2010-06-19,"Las Vegas, Nevada, USA",Heavyweight,0,James McSweeney,Travis Browne,b,KO/TKO,1,4:32,0,0,58,0,95,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,,29,27,193.04,198.12,195.58,200.66,Switch,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Heavyweight,1,Brock Lesnar,Shane Carwin,a,SUB,2,2:19,0,0,35,18,44,34,0,0,0,0,2,0,3,2,0,0,0,0,0,0,,32,35,190.5,187.96,205.74,203.2,Orthodox,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Middleweight,0,Chris Leben,Yoshihiro Akiyama,a,SUB,3,4:40,0,0,28,55,62,157,0,0,0,0,1,3,2,4,0,0,0,0,0,0,,29,34,180.34,177.8,187.96,185.42,Southpaw,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Welterweight,0,Chris Lytle,Matt Brown,a,SUB,2,2:02,0,0,31,28,70,46,0,0,0,0,1,0,2,1,1,2,0,0,0,0,,35,29,180.34,182.88,172.72,190.5,Orthodox,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Light Heavyweight,0,Krzysztof Soszynski,Stephan Bonnar,b,KO/TKO,2,3:08,0,0,26,29,75,73,0,0,0,0,1,1,2,5,1,1,0,0,0,0,,32,33,185.42,193.04,195.58,198.12,Open Stance,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Lightweight,0,George Sotiropoulos,Kurt Pellegrino,a,U-DEC,3,5:00,0,0,18,22,41,45,0,0,0,0,2,2,4,3,2,1,0,0,0,0,,32,31,177.8,172.72,180.34,177.8,Orthodox,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Heavyweight,0,Jon Madsen,Karlos Vemola,a,U-DEC,3,5:00,0,0,29,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,30,24,182.88,182.88,182.88,190.5,Orthodox,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Light Heavyweight,0,Seth Petruzelli,Ricardo Romero,b,SUB,2,3:05,0,0,16,0,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,30,32,182.88,182.88,193.04,193.04,Orthodox,Orthodox
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Middleweight,0,Kendall Grove,Goran Reljic,a,S-DEC,3,5:00,0,0,20,26,46,58,0,0,0,0,0,0,1,1,2,2,0,0,0,0,,27,26,198.12,190.5,200.66,205.74,Orthodox,Southpaw
UFC 2010-07-03,2010-07-03,"Las Vegas, Nevada, USA",Middleweight,0,Gerald Harris,David Branch,a,KO/TKO,3,2:35,0,0,19,0,54,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,30,28,180.34,185.42,195.58,198.12,Southpaw,Orthodox
